data,ano,mes,regiao,bioma,focos_observados,cidade_ref,lat_ref,lon_ref,temperatura_c,temperatura_max_c,temperatura_min_c,umidade_pct,precipitacao_mm,vento_ms,vento_kmh,focos_dia_anterior,focos_acumulados_7d,media_focos_7d,media_focos_15d,chuva_acumulada_7d,umidade_media_7d,temperatura_media_7d,dias_sem_chuva,focos_proximo_dia,limiar_risco_bioma,risco_alto_queimada,dia_do_ano
2025-01-28,2025,1,Centro-Oeste,Pantanal,71,Corumbá,-19.009,-57.653,32.83,39.13,26.82,52.59,0.04,3.57,12.852,10.0,105.0,15.0,44.666666666666664,14.54,58.94,31.104285714285712,2,28.0,18.0,1,28
2025-01-29,2025,1,Centro-Oeste,Pantanal,28,Corumbá,-19.009,-57.653,32.68,39.27,27.65,52.19,1.25,3.22,11.592,71.0,175.0,25.0,31.333333333333332,7.91,56.42428571428571,31.685714285714287,0,16.0,18.0,0,29
2025-01-30,2025,1,Centro-Oeste,Pantanal,16,Corumbá,-19.009,-57.653,29.5,33.19,26.85,66.67,2.95,1.55,5.58,28.0,162.0,23.142857142857142,32.733333333333334,6.43,54.53571428571428,32.144285714285715,0,12.0,18.0,0,30
2025-01-31,2025,1,Centro-Oeste,Pantanal,12,Corumbá,-19.009,-57.653,30.01,36.27,25.13,69.52,6.99,2.39,8.604000000000001,16.0,175.0,25.0,32.733333333333334,8.209999999999999,55.49142857142857,32.06428571428571,0,4.0,18.0,0,31
2025-02-01,2025,2,Centro-Oeste,Pantanal,4,Corumbá,-19.009,-57.653,30.61,37.72,24.67,64.02,5.38,2.46,8.856,12.0,169.0,24.142857142857142,29.533333333333335,15.2,57.43142857142857,31.814285714285717,0,8.0,18.0,0,32
2025-02-02,2025,2,Centro-Oeste,Pantanal,8,Corumbá,-19.009,-57.653,30.94,38.56,24.55,58.15,1.01,2.98,10.728,4.0,155.0,22.142857142857142,28.8,18.05,59.00999999999999,31.514285714285712,0,4.0,18.0,0,33
2025-02-03,2025,2,Centro-Oeste,Pantanal,4,Corumbá,-19.009,-57.653,31.5,37.91,26.09,53.57,0.04,3.04,10.944,8.0,149.0,21.285714285714285,21.066666666666666,17.799999999999997,59.19857142857143,31.377142857142854,1,4.0,18.0,0,34
2025-02-04,2025,2,Centro-Oeste,Pantanal,4,Corumbá,-19.009,-57.653,31.5,38.09,25.06,50.1,0.43,3.3,11.88,4.0,143.0,20.428571428571427,18.666666666666668,17.66,59.529999999999994,31.15285714285714,2,3.0,18.0,0,35
2025-02-05,2025,2,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,30.62,36.03,25.79,59.34,2.63,4.56,16.416,4.0,76.0,10.857142857142858,16.8,18.05,59.174285714285716,30.962857142857143,0,1.0,18.0,0,36
2025-02-06,2025,2,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,28.0,31.23,24.46,73.2,11.21,3.18,11.448,3.0,51.0,7.285714285714286,16.933333333333334,19.43,60.19571428571429,30.66857142857143,0,4.0,18.0,0,37
2025-02-07,2025,2,Centro-Oeste,Pantanal,4,Corumbá,-19.009,-57.653,28.71,33.29,24.5,70.99,6.98,1.22,4.392,1.0,36.0,5.142857142857143,14.266666666666667,27.69,61.128571428571426,30.454285714285714,0,20.0,18.0,1,38
2025-02-08,2025,2,Centro-Oeste,Pantanal,20,Corumbá,-19.009,-57.653,29.21,34.89,23.92,65.15,3.55,2.17,7.812,4.0,28.0,4.0,14.333333333333334,27.680000000000003,61.33857142857143,30.268571428571427,0,20.0,18.0,1,39
2025-02-09,2025,2,Centro-Oeste,Pantanal,20,Corumbá,-19.009,-57.653,31.46,39.08,24.68,55.11,0.55,2.52,9.072,20.0,44.0,6.285714285714286,14.466666666666667,25.85,61.50000000000001,30.06857142857143,1,9.0,18.0,0,40
2025-02-10,2025,2,Centro-Oeste,Pantanal,9,Corumbá,-19.009,-57.653,31.72,38.22,25.31,51.56,0.11,3.26,11.736,20.0,56.0,8.0,14.6,25.390000000000004,61.06571428571429,30.142857142857142,2,2.0,18.0,0,41
2025-02-11,2025,2,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,30.2,35.74,25.14,55.95,2.22,3.78,13.608,9.0,61.0,8.714285714285714,14.266666666666667,25.46,60.77857142857143,30.174285714285713,0,12.0,18.0,0,42
2025-02-12,2025,2,Centro-Oeste,Pantanal,12,Corumbá,-19.009,-57.653,29.39,35.37,23.75,60.21,3.86,4.32,15.552,2.0,59.0,8.428571428571429,13.733333333333333,27.25,61.614285714285714,29.98857142857143,0,9.0,18.0,0,43
2025-02-13,2025,2,Centro-Oeste,Pantanal,9,Corumbá,-19.009,-57.653,29.71,36.47,23.75,60.81,3.65,3.36,12.096,12.0,68.0,9.714285714285714,9.8,28.48,61.73857142857143,29.812857142857144,0,14.0,18.0,0,44
2025-02-14,2025,2,Centro-Oeste,Pantanal,14,Corumbá,-19.009,-57.653,31.26,37.75,26.0,55.07,0.17,3.41,12.276000000000002,9.0,76.0,10.857142857142858,8.533333333333333,20.92,59.96857142857143,30.057142857142857,1,11.0,18.0,0,45
2025-02-15,2025,2,Centro-Oeste,Pantanal,11,Corumbá,-19.009,-57.653,31.68,38.81,25.24,52.37,0.23,4.26,15.336,14.0,86.0,12.285714285714286,8.4,14.11,57.69428571428572,30.42142857142857,2,9.0,18.0,0,46
2025-02-16,2025,2,Centro-Oeste,Pantanal,9,Corumbá,-19.009,-57.653,31.68,36.97,26.05,54.09,0.0,3.86,13.896,11.0,77.0,11.0,8.333333333333334,10.79,55.86857142857143,30.774285714285714,3,51.0,18.0,1,47
2025-02-17,2025,2,Centro-Oeste,Pantanal,51,Corumbá,-19.009,-57.653,32.55,39.6,26.29,50.51,0.0,3.65,13.14,9.0,66.0,9.428571428571429,8.666666666666666,10.24,55.72285714285715,30.805714285714288,4,136.0,18.0,1,48
2025-02-18,2025,2,Centro-Oeste,Pantanal,136,Corumbá,-19.009,-57.653,32.31,37.71,27.15,51.88,0.97,3.23,11.628,51.0,108.0,15.428571428571429,11.533333333333333,10.13,55.57285714285714,30.92428571428572,5,26.0,18.0,1,49
2025-02-19,2025,2,Centro-Oeste,Pantanal,26,Corumbá,-19.009,-57.653,30.65,34.71,26.1,58.09,4.93,1.96,7.056,136.0,242.0,34.57142857142857,20.333333333333332,8.88,54.99142857142857,31.225714285714282,0,66.0,18.0,1,50
2025-02-20,2025,2,Centro-Oeste,Pantanal,66,Corumbá,-19.009,-57.653,31.05,36.31,26.76,59.53,4.24,2.62,9.432,26.0,256.0,36.57142857142857,21.8,9.95,54.68857142857143,31.405714285714286,0,26.0,18.0,1,51
2025-02-21,2025,2,Centro-Oeste,Pantanal,26,Corumbá,-19.009,-57.653,30.82,35.43,25.97,57.03,0.32,2.29,8.244,66.0,313.0,44.714285714285715,26.0,10.54,54.50571428571429,31.59714285714286,1,100.0,18.0,1,52
2025-02-22,2025,2,Centro-Oeste,Pantanal,100,Corumbá,-19.009,-57.653,32.33,38.8,26.39,52.3,3.09,2.29,8.244,26.0,325.0,46.42857142857143,27.666666666666668,10.69,54.785714285714285,31.534285714285716,0,53.0,18.0,1,53
2025-02-23,2025,2,Centro-Oeste,Pantanal,53,Corumbá,-19.009,-57.653,31.07,36.31,26.15,61.27,4.63,2.6,9.36,100.0,414.0,59.142857142857146,34.06666666666667,13.549999999999999,54.77571428571429,31.627142857142854,0,5.0,18.0,0,54
2025-02-24,2025,2,Centro-Oeste,Pantanal,5,Corumbá,-19.009,-57.653,32.05,38.27,26.37,54.39,0.09,2.44,8.784,53.0,458.0,65.42857142857143,36.266666666666666,18.18,55.80142857142857,31.54,1,2.0,18.0,0,55
2025-02-26,2025,2,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,27.97,32.67,24.56,77.88,14.05,3.43,12.348,5.0,412.0,58.857142857142854,35.266666666666666,18.27,56.355714285714285,31.46857142857143,0,21.0,18.0,1,57
2025-02-28,2025,2,Centro-Oeste,Pantanal,21,Corumbá,-19.009,-57.653,28.47,33.44,24.06,71.2,1.61,3.32,11.952,2.0,278.0,39.714285714285715,34.8,31.35,60.07,30.848571428571425,0,19.0,18.0,1,59
2025-03-01,2025,3,Centro-Oeste,Pantanal,19,Corumbá,-19.009,-57.653,29.52,34.57,25.43,64.07,0.12,2.85,10.26,21.0,273.0,39.0,36.06666666666667,28.03,61.94285714285714,30.537142857142857,1,1.0,18.0,0,60
2025-03-02,2025,3,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,30.81,36.89,25.41,58.88,4.96,2.31,8.316,19.0,226.0,32.285714285714285,36.53333333333333,23.909999999999997,62.59142857142857,30.318571428571428,0,7.0,18.0,0,61
2025-03-03,2025,3,Centro-Oeste,Pantanal,7,Corumbá,-19.009,-57.653,29.92,35.98,24.55,62.51,2.51,3.03,10.908,1.0,201.0,28.714285714285715,36.0,28.55,62.855714285714285,30.31714285714286,0,6.0,18.0,0,62
2025-03-04,2025,3,Centro-Oeste,Pantanal,6,Corumbá,-19.009,-57.653,30.92,37.16,25.79,55.93,0.0,2.46,8.856,7.0,108.0,15.428571428571429,35.53333333333333,27.970000000000002,64.31428571428572,29.97285714285714,1,4.0,18.0,0,63
2025-03-05,2025,3,Centro-Oeste,Pantanal,4,Corumbá,-19.009,-57.653,30.02,35.01,25.38,57.3,0.18,3.14,11.304,6.0,61.0,8.714285714285714,35.2,23.340000000000003,63.551428571428566,29.951428571428572,2,2.0,18.0,0,64
2025-03-07,2025,3,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,29.89,37.39,23.22,53.41,0.48,3.11,11.196,4.0,60.0,8.571428571428571,34.86666666666667,23.43,63.96714285714285,29.66142857142857,3,5.0,18.0,0,66
2025-03-08,2025,3,Centro-Oeste,Pantanal,5,Corumbá,-19.009,-57.653,31.11,38.44,24.63,53.62,0.6,2.99,10.764,2.0,60.0,8.571428571428571,31.6,9.86,60.47142857142857,29.935714285714287,4,3.0,18.0,0,67
2025-03-12,2025,3,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,29.63,36.4,24.18,61.81,0.82,2.28,8.208,5.0,44.0,6.285714285714286,22.866666666666667,8.850000000000001,57.959999999999994,30.312857142857144,5,1.0,18.0,0,71
2025-03-13,2025,3,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,29.77,35.38,25.34,60.82,0.34,2.12,7.632000000000001,3.0,28.0,4.0,21.333333333333332,9.549999999999999,57.637142857142855,30.32857142857143,6,3.0,18.0,0,72
2025-03-14,2025,3,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,30.3,37.12,24.89,58.32,0.1,1.5,5.4,1.0,28.0,4.0,17.0,4.93,57.91428571428571,30.18,7,6.0,18.0,0,73
2025-03-15,2025,3,Centro-Oeste,Pantanal,6,Corumbá,-19.009,-57.653,31.2,37.11,25.91,56.12,1.58,2.03,7.308,3.0,24.0,3.4285714285714284,15.466666666666667,2.52,57.31571428571429,30.234285714285715,0,7.0,18.0,0,74
2025-03-16,2025,3,Centro-Oeste,Pantanal,7,Corumbá,-19.009,-57.653,32.45,39.67,25.72,50.85,0.05,1.85,6.66,6.0,24.0,3.4285714285714284,9.2,4.1,57.34285714285714,30.274285714285714,1,10.0,18.0,0,75
2025-03-17,2025,3,Centro-Oeste,Pantanal,10,Corumbá,-19.009,-57.653,33.58,40.38,27.32,48.25,1.42,1.96,7.056,7.0,27.0,3.857142857142857,6.133333333333334,3.9699999999999998,56.42142857142857,30.621428571428574,0,17.0,18.0,0,76
2025-03-18,2025,3,Centro-Oeste,Pantanal,17,Corumbá,-19.009,-57.653,31.11,34.91,27.17,65.1,14.06,1.43,5.148,10.0,35.0,5.0,6.466666666666667,4.91,55.684285714285714,31.148571428571426,0,10.0,18.0,0,77
2025-03-19,2025,3,Centro-Oeste,Pantanal,10,Corumbá,-19.009,-57.653,29.89,35.75,25.35,61.91,0.52,3.61,12.996,17.0,47.0,6.714285714285714,7.466666666666667,18.37,57.324285714285715,31.148571428571433,1,17.0,18.0,0,78
2025-03-20,2025,3,Centro-Oeste,Pantanal,17,Corumbá,-19.009,-57.653,30.49,38.01,23.15,53.58,0.0,1.97,7.092,10.0,54.0,7.714285714285714,6.733333333333333,18.07,57.33857142857143,31.185714285714287,2,13.0,18.0,0,79
2025-03-21,2025,3,Centro-Oeste,Pantanal,13,Corumbá,-19.009,-57.653,31.51,39.21,24.02,49.72,0.0,2.49,8.964,17.0,70.0,10.0,6.6,17.73,56.30428571428571,31.28857142857143,3,12.0,18.0,0,80
2025-03-22,2025,3,Centro-Oeste,Pantanal,12,Corumbá,-19.009,-57.653,31.34,38.7,24.43,51.02,0.35,3.43,12.348,13.0,80.0,11.428571428571429,7.4,17.63,55.075714285714284,31.46142857142857,4,7.0,18.0,0,81
2025-03-23,2025,3,Centro-Oeste,Pantanal,7,Corumbá,-19.009,-57.653,31.21,36.47,27.19,59.87,2.85,3.34,12.024,12.0,86.0,12.285714285714286,7.733333333333333,16.400000000000002,54.347142857142856,31.481428571428573,0,8.0,18.0,0,82
2025-03-26,2025,3,Centro-Oeste,Pantanal,8,Corumbá,-19.009,-57.653,30.36,34.62,26.07,65.75,6.48,1.18,4.248,7.0,86.0,12.285714285714286,7.8,19.2,55.635714285714286,31.30428571428572,0,3.0,18.0,0,85
2025-03-27,2025,3,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,30.73,35.55,26.02,63.22,0.07,2.47,8.892000000000001,8.0,84.0,12.0,8.066666666666666,24.260000000000005,58.135714285714286,30.844285714285714,1,21.0,18.0,1,86
2025-03-28,2025,3,Centro-Oeste,Pantanal,21,Corumbá,-19.009,-57.653,30.89,36.32,26.25,61.49,0.34,3.14,11.304,3.0,70.0,10.0,8.133333333333333,10.270000000000001,57.867142857142866,30.790000000000003,2,11.0,18.0,0,87
2025-03-29,2025,3,Centro-Oeste,Pantanal,11,Corumbá,-19.009,-57.653,30.17,33.99,26.67,65.13,10.3,1.61,5.796,21.0,81.0,11.571428571428571,9.2,10.090000000000002,57.80714285714286,30.93285714285714,0,1.0,18.0,0,88
2025-03-30,2025,3,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,29.06,33.34,25.63,73.71,11.2,2.2,7.920000000000001,11.0,75.0,10.714285714285714,9.733333333333333,20.39,59.45714285714286,30.887142857142855,0,11.0,18.0,0,89
2025-04-02,2025,4,Centro-Oeste,Pantanal,11,Corumbá,-19.009,-57.653,25.08,32.7,19.51,73.2,0.07,2.17,7.812,1.0,63.0,9.0,9.733333333333333,31.590000000000003,62.88428571428572,30.537142857142857,1,9.0,18.0,0,92
2025-04-03,2025,4,Centro-Oeste,Pantanal,9,Corumbá,-19.009,-57.653,28.8,35.67,22.72,65.1,0.05,1.69,6.084,11.0,62.0,8.857142857142858,10.266666666666667,31.31,66.05285714285715,29.642857142857142,2,4.0,18.0,0,93
2025-04-04,2025,4,Centro-Oeste,Pantanal,4,Corumbá,-19.009,-57.653,29.33,35.05,24.43,63.43,0.22,3.28,11.808,9.0,64.0,9.142857142857142,10.466666666666667,28.51,66.8,29.298571428571424,3,18.0,18.0,1,94
2025-04-06,2025,4,Centro-Oeste,Pantanal,18,Corumbá,-19.009,-57.653,26.36,34.52,19.89,60.63,0.0,3.31,11.916,4.0,60.0,8.571428571428571,10.266666666666667,22.250000000000004,66.46857142857142,29.15142857142857,4,21.0,18.0,1,96
2025-04-07,2025,4,Centro-Oeste,Pantanal,21,Corumbá,-19.009,-57.653,28.73,33.52,24.3,64.75,0.11,2.21,7.956,18.0,75.0,10.714285714285714,10.8,22.180000000000003,66.09857142857142,28.527142857142856,5,23.0,18.0,1,97
2025-04-08,2025,4,Centro-Oeste,Pantanal,23,Corumbá,-19.009,-57.653,28.39,33.44,24.3,67.06,0.08,2.08,7.488,21.0,75.0,10.714285714285714,11.066666666666666,21.950000000000003,66.56428571428572,28.21857142857143,6,3.0,18.0,0,98
2025-04-09,2025,4,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,27.76,32.84,23.75,65.96,0.0,2.07,7.452,23.0,87.0,12.428571428571429,11.933333333333334,11.729999999999999,66.84,27.964285714285715,7,7.0,18.0,0,99
2025-04-10,2025,4,Centro-Oeste,Pantanal,7,Corumbá,-19.009,-57.653,28.6,34.88,23.31,62.24,0.55,1.42,5.112,3.0,89.0,12.714285714285714,11.0,0.53,65.73285714285714,27.778571428571432,8,37.0,18.0,1,100
2025-04-11,2025,4,Centro-Oeste,Pantanal,37,Corumbá,-19.009,-57.653,29.89,35.77,24.59,61.98,0.34,2.17,7.812,7.0,85.0,12.142857142857142,10.6,1.01,64.16714285714286,28.28142857142857,9,87.0,18.0,1,101
2025-04-12,2025,4,Centro-Oeste,Pantanal,87,Corumbá,-19.009,-57.653,28.81,32.13,26.3,69.63,14.05,2.33,8.388,37.0,113.0,16.142857142857142,12.266666666666667,1.3,63.721428571428575,28.437142857142856,0,2.0,18.0,0,102
2025-04-14,2025,4,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,27.25,33.36,22.33,74.2,0.98,1.67,6.012,87.0,196.0,28.0,17.6,15.13,64.60714285714286,28.36285714285714,1,4.0,18.0,0,104
2025-04-15,2025,4,Centro-Oeste,Pantanal,4,Corumbá,-19.009,-57.653,29.14,34.13,24.92,65.44,5.46,1.66,5.976,2.0,180.0,25.714285714285715,17.2,16.11,66.5457142857143,28.490000000000002,0,3.0,18.0,0,105
2025-04-16,2025,4,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,27.77,32.32,24.37,79.64,12.41,2.28,8.208,4.0,163.0,23.285714285714285,17.266666666666666,21.46,66.64428571428572,28.548571428571428,0,2.0,18.0,0,106
2025-04-17,2025,4,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,27.79,33.39,23.21,78.86,1.52,2.32,8.352,3.0,143.0,20.428571428571427,16.066666666666666,33.79,68.44142857142857,28.460000000000004,0,3.0,18.0,0,107
2025-04-18,2025,4,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,29.51,35.16,24.65,68.25,2.18,3.25,11.7,2.0,142.0,20.285714285714285,15.466666666666667,35.31,70.28428571428572,28.464285714285715,0,6.0,18.0,0,108
2025-04-19,2025,4,Centro-Oeste,Pantanal,6,Corumbá,-19.009,-57.653,28.54,32.94,24.6,76.91,7.19,2.99,10.764,3.0,138.0,19.714285714285715,15.6,36.940000000000005,71.14285714285714,28.594285714285714,0,1.0,18.0,0,109
2025-04-21,2025,4,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,28.59,33.51,23.98,69.66,0.04,1.72,6.192,6.0,107.0,15.285714285714286,15.266666666666667,43.79,73.2757142857143,28.401428571428568,1,2.0,18.0,0,111
2025-04-23,2025,4,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,28.33,32.15,25.19,73.73,4.72,1.87,6.732,1.0,21.0,3.0,14.733333333333333,29.78,73.28,28.37,0,1.0,18.0,0,113
2025-04-26,2025,4,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,26.43,29.0,24.31,86.62,0.4,2.71,9.756,2.0,21.0,3.0,14.6,33.52,73.21285714285715,28.524285714285718,1,1.0,18.0,0,116
2025-04-29,2025,4,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,25.11,31.23,19.6,65.65,0.01,3.28,11.808,1.0,18.0,2.5714285714285716,13.466666666666667,28.46,76.23857142857143,28.137142857142855,2,8.0,18.0,0,119
2025-04-30,2025,4,Centro-Oeste,Pantanal,8,Corumbá,-19.009,-57.653,24.19,31.6,17.44,61.67,0.0,1.98,7.128,1.0,16.0,2.2857142857142856,12.133333333333333,16.06,74.24,27.75714285714286,3,11.0,18.0,0,120
2025-05-01,2025,5,Centro-Oeste,Pantanal,11,Corumbá,-19.009,-57.653,25.0,33.49,17.76,58.41,0.0,2.63,9.468,8.0,22.0,3.142857142857143,11.133333333333333,14.540000000000001,71.78428571428572,27.24285714285714,4,2.0,18.0,0,121
2025-05-02,2025,5,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,26.08,34.42,18.98,62.38,0.0,2.61,9.396,11.0,30.0,4.285714285714286,11.666666666666666,12.36,70.37857142857142,26.59857142857143,5,2.0,18.0,0,122
2025-05-03,2025,5,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,26.64,34.92,19.76,58.67,0.0,2.41,8.676,2.0,26.0,3.7142857142857144,11.333333333333334,5.17,68.30285714285715,26.247142857142858,6,3.0,18.0,0,123
2025-05-04,2025,5,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,27.79,34.8,21.87,62.52,0.07,3.05,10.98,2.0,27.0,3.857142857142857,9.0,5.13,66.73285714285716,25.96857142857143,7,3.0,18.0,0,124
2025-05-05,2025,5,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,28.57,33.8,24.33,67.38,4.47,2.81,10.116,3.0,28.0,4.0,3.4,0.48000000000000004,65.13142857142857,25.89142857142857,0,1.0,18.0,0,125
2025-05-06,2025,5,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,27.61,35.14,21.36,66.23,0.63,2.97,10.692,3.0,30.0,4.285714285714286,3.466666666666667,4.55,62.38285714285714,26.19714285714286,1,16.0,18.0,0,126
2025-05-07,2025,5,Centro-Oeste,Pantanal,16,Corumbá,-19.009,-57.653,27.88,35.66,21.5,58.2,0.0,3.65,13.14,1.0,30.0,4.285714285714286,3.2666666666666666,5.17,62.465714285714284,26.554285714285715,2,2.0,18.0,0,127
2025-05-08,2025,5,Centro-Oeste,Pantanal,2,Corumbá,-19.009,-57.653,28.46,35.16,22.79,58.06,0.0,4.5,16.2,16.0,38.0,5.428571428571429,4.133333333333334,5.17,61.970000000000006,27.08142857142857,3,14.0,18.0,0,128
2025-05-09,2025,5,Centro-Oeste,Pantanal,14,Corumbá,-19.009,-57.653,29.4,35.72,24.08,61.28,0.05,4.29,15.444,2.0,29.0,4.142857142857143,4.133333333333334,5.17,61.92,27.575714285714287,4,1.0,18.0,0,129
2025-05-12,2025,5,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,24.9,33.22,17.73,63.03,0.0,1.99,7.164,14.0,41.0,5.857142857142857,4.866666666666666,5.22,61.76285714285715,28.05,5,14.0,18.0,0,132
2025-05-13,2025,5,Centro-Oeste,Pantanal,14,Corumbá,-19.009,-57.653,27.53,35.32,21.0,61.37,0.0,2.24,8.064000000000002,1.0,40.0,5.714285714285714,4.533333333333333,5.22,62.385714285714286,27.801428571428573,6,11.0,18.0,0,133
2025-05-14,2025,5,Centro-Oeste,Pantanal,11,Corumbá,-19.009,-57.653,27.79,35.79,20.83,57.82,0.0,3.08,11.088,14.0,51.0,7.285714285714286,5.4,5.1499999999999995,62.221428571428575,27.764285714285716,7,8.0,18.0,0,134
2025-05-15,2025,5,Centro-Oeste,Pantanal,8,Corumbá,-19.009,-57.653,27.35,34.97,21.2,53.75,0.0,3.95,14.22,11.0,59.0,8.428571428571429,6.0,0.68,60.855714285714285,27.65285714285714,8,6.0,18.0,0,135
2025-05-16,2025,5,Centro-Oeste,Pantanal,6,Corumbá,-19.009,-57.653,26.62,35.14,19.66,51.93,0.0,3.74,13.464,8.0,66.0,9.428571428571429,6.466666666666667,0.05,59.07285714285714,27.615714285714287,9,32.0,18.0,1,136
2025-05-17,2025,5,Centro-Oeste,Pantanal,32,Corumbá,-19.009,-57.653,26.65,35.27,20.0,51.7,0.0,4.15,14.94,6.0,56.0,8.0,6.8,0.05,58.17714285714286,27.435714285714287,10,16.0,18.0,0,137
2025-05-18,2025,5,Centro-Oeste,Pantanal,16,Corumbá,-19.009,-57.653,27.06,35.08,20.68,52.76,0.0,3.93,14.148,32.0,86.0,12.285714285714286,8.4,0.05,57.26857142857143,27.177142857142858,11,7.0,18.0,0,138
2025-05-19,2025,5,Centro-Oeste,Pantanal,7,Corumbá,-19.009,-57.653,27.83,34.31,23.52,55.51,0.0,2.57,9.252,16.0,88.0,12.571428571428571,8.733333333333333,0.0,56.05142857142857,26.842857142857138,12,7.0,18.0,0,139
2025-05-20,2025,5,Centro-Oeste,Pantanal,7,Corumbá,-19.009,-57.653,28.44,35.8,22.16,53.83,0.01,2.38,8.568,7.0,94.0,13.428571428571429,9.066666666666666,0.0,54.97714285714286,27.261428571428574,13,28.0,18.0,1,140
2025-05-21,2025,5,Centro-Oeste,Pantanal,28,Corumbá,-19.009,-57.653,28.24,35.46,22.15,52.52,0.0,2.27,8.172,7.0,87.0,12.428571428571429,9.4,0.01,53.9,27.391428571428573,14,27.0,18.0,1,141
2025-05-22,2025,5,Centro-Oeste,Pantanal,27,Corumbá,-19.009,-57.653,27.09,34.86,20.53,50.69,0.0,2.19,7.884,28.0,104.0,14.857142857142858,11.066666666666666,0.01,53.142857142857146,27.455714285714286,15,24.0,18.0,1,142
2025-05-23,2025,5,Centro-Oeste,Pantanal,24,Corumbá,-19.009,-57.653,26.47,34.85,19.82,46.15,0.0,2.53,9.108,27.0,123.0,17.571428571428573,12.666666666666666,0.01,52.705714285714286,27.41857142857143,16,28.0,18.0,1,143
2025-05-24,2025,5,Centro-Oeste,Pantanal,28,Corumbá,-19.009,-57.653,25.46,35.1,17.44,44.98,0.0,3.17,11.412,24.0,141.0,20.142857142857142,14.2,0.01,51.88,27.397142857142857,17,1.0,18.0,0,144
2025-05-25,2025,5,Centro-Oeste,Pantanal,1,Corumbá,-19.009,-57.653,26.54,35.75,19.35,49.26,0.0,3.17,11.412,28.0,137.0,19.571428571428573,15.0,0.01,50.92,27.227142857142855,18,10.0,18.0,0,145
2025-05-26,2025,5,Centro-Oeste,Pantanal,10,Corumbá,-19.009,-57.653,27.38,34.9,21.27,50.08,0.0,4.2,15.12,1.0,122.0,17.428571428571427,14.933333333333334,0.01,50.419999999999995,27.15285714285714,19,9.0,18.0,0,146
2025-05-27,2025,5,Centro-Oeste,Pantanal,9,Corumbá,-19.009,-57.653,27.45,32.32,23.33,52.81,1.2,5.47,19.692,10.0,125.0,17.857142857142858,14.666666666666666,0.01,49.644285714285715,27.08857142857143,0,3.0,18.0,0,147
2025-05-30,2025,5,Centro-Oeste,Pantanal,3,Corumbá,-19.009,-57.653,15.8,24.76,8.09,54.82,0.02,1.57,5.652,9.0,127.0,18.142857142857142,15.2,1.2,49.49857142857143,26.947142857142858,1,4.0,18.0,0,150
2025-01-01,2025,1,Nordeste,Amazônia,234,Manaus,-3.119,-60.0217,27.08,29.65,25.21,86.59,3.76,1.31,4.716,0.0,0.0,0.0,0.0,17.02,83.45857142857143,27.395714285714288,0,375.0,152.25,1,1
2025-01-02,2025,1,Nordeste,Amazônia,375,Manaus,-3.119,-60.0217,26.5,28.88,24.78,88.44,11.84,1.23,4.428,234.0,234.0,234.0,234.0,20.53,83.73142857142857,27.41857142857143,0,157.0,152.25,1,2
2025-01-03,2025,1,Nordeste,Amazônia,157,Manaus,-3.119,-60.0217,26.63,29.43,25.09,91.1,6.88,1.02,3.672,375.0,609.0,304.5,304.5,32.24,84.65285714285713,27.247142857142858,0,73.0,152.25,0,3
2025-01-04,2025,1,Nordeste,Amazônia,73,Manaus,-3.119,-60.0217,26.21,26.86,25.6,93.97,26.07,1.22,4.392,157.0,766.0,255.33333333333334,255.33333333333334,34.879999999999995,85.66,27.118571428571432,0,271.0,152.25,1,4
2025-01-05,2025,1,Nordeste,Amazônia,271,Manaus,-3.119,-60.0217,26.02,28.54,24.29,89.07,15.27,1.15,4.14,73.0,839.0,209.75,209.75,58.05,86.77142857142857,26.964285714285715,0,8.0,152.25,0,5
